energy, R80,A,B,C
177.9,174.62,2.824E-06,1.393E-03,-2.940E+00

depth,sigma,idd
0.00,-1.76,67.09
1.00,-1.75,67.69
2.00,-1.74,68.14
3.00,-1.73,68.51
4.00,-1.71,68.83
5.00,-1.70,69.11
6.00,-1.69,69.36
7.00,-1.68,69.64
8.00,-1.67,69.90
9.00,-1.65,70.15
10.00,-1.64,70.41
11.00,-1.63,70.63
12.00,-1.62,70.87
13.00,-1.61,71.09
14.00,-1.60,71.28
15.00,-1.58,71.52
16.00,-1.57,71.73
17.00,-1.56,71.93
18.00,-1.55,72.15
19.00,-1.54,72.34
20.00,-1.53,72.51
21.00,-1.51,72.71
22.00,-1.50,72.92
23.00,-1.49,73.10
24.00,-1.48,73.31
25.00,-1.47,73.53
26.00,-1.45,73.78
27.00,-1.44,73.94
28.00,-1.43,74.08
29.00,-1.42,74.26
30.00,-1.41,74.48
31.00,-1.40,74.70
32.00,-1.39,74.86
33.00,-1.37,75.05
34.00,-1.36,75.26
35.00,-1.35,75.44
36.00,-1.34,75.61
37.00,-1.33,75.81
38.00,-1.31,76.00
39.00,-1.30,76.21
40.00,-1.29,76.39
41.00,-1.28,76.58
42.00,-1.27,76.78
43.00,-1.25,76.98
44.00,-1.24,77.20
45.00,-1.23,77.39
46.00,-1.22,77.59
47.00,-1.20,77.78
48.00,-1.19,78.01
49.00,-1.18,78.24
50.00,-1.17,78.46
51.00,-1.15,78.68
52.00,-1.14,78.90
53.00,-1.13,79.08
54.00,-1.11,79.31
55.00,-1.10,79.54
56.00,-1.09,79.77
57.00,-1.07,80.00
58.00,-1.06,80.23
59.00,-1.05,80.47
60.00,-1.03,80.71
61.00,-1.02,80.93
62.00,-1.01,81.18
63.00,-0.99,81.41
64.00,-0.98,81.65
65.00,-0.96,81.88
66.00,-0.95,82.11
67.00,-0.93,82.35
68.00,-0.92,82.58
69.00,-0.91,82.81
70.00,-0.89,83.05
71.00,-0.88,83.29
72.00,-0.86,83.52
73.00,-0.85,83.75
74.00,-0.83,83.98
75.00,-0.82,84.26
76.00,-0.80,84.52
77.00,-0.79,84.76
78.00,-0.77,85.01
79.00,-0.76,85.26
80.00,-0.74,85.51
81.00,-0.73,85.77
82.00,-0.71,86.03
83.00,-0.70,86.27
84.00,-0.68,86.53
85.00,-0.66,86.79
86.00,-0.65,87.05
87.00,-0.63,87.32
88.00,-0.62,87.60
89.00,-0.60,87.87
90.00,-0.58,88.15
91.00,-0.57,88.42
92.00,-0.55,88.72
93.00,-0.54,89.03
94.00,-0.52,89.34
95.00,-0.50,89.63
96.00,-0.49,89.95
97.00,-0.47,90.26
98.00,-0.45,90.59
99.00,-0.43,90.93
100.00,-0.42,91.27
101.00,-0.40,91.61
102.00,-0.38,91.98
103.00,-0.36,92.36
104.00,-0.35,92.73
105.00,-0.33,93.11
106.00,-0.31,93.51
107.00,-0.29,93.94
108.00,-0.28,94.36
109.00,-0.26,94.79
110.00,-0.24,95.24
111.00,-0.22,95.69
112.00,-0.20,96.15
113.00,-0.18,96.60
114.00,-0.16,97.07
115.00,-0.14,97.56
116.00,-0.12,98.05
117.00,-0.11,98.55
118.00,-0.09,99.10
119.00,-0.07,99.65
120.00,-0.05,100.22
121.00,-0.03,100.83
122.00,-0.00,101.46
123.00,0.02,102.11
124.00,0.04,102.73
125.00,0.06,103.33
126.00,0.08,103.92
127.00,0.10,104.51
128.00,0.12,105.14
129.00,0.14,105.83
130.00,0.16,106.58
131.00,0.18,107.36
132.00,0.20,108.18
133.00,0.23,109.02
134.00,0.25,109.88
135.00,0.27,110.78
136.00,0.29,111.72
137.00,0.32,112.69
138.00,0.34,113.71
139.00,0.36,114.78
140.00,0.39,115.87
141.00,0.41,117.03
142.00,0.43,118.25
143.00,0.46,119.51
144.00,0.48,120.85
145.00,0.51,122.28
146.00,0.53,123.78
147.00,0.56,125.37
148.00,0.58,127.03
149.00,0.61,128.80
150.00,0.63,130.69
151.00,0.66,132.70
152.00,0.69,134.90
153.00,0.71,137.25
154.00,0.74,139.76
155.00,0.77,142.48
156.00,0.80,145.42
157.00,0.83,148.64
158.00,0.86,152.19
159.00,0.89,156.12
160.00,0.92,160.50
161.00,0.95,165.41
162.00,0.98,170.96
163.00,1.01,177.27
164.00,1.05,184.53
165.00,1.09,193.03
166.00,1.12,203.17
167.00,1.16,215.52
168.00,1.20,230.77
169.00,1.22,249.38
170.00,1.24,270.50
171.00,1.23,290.15
172.00,1.21,300.66
173.00,1.18,292.78
174.00,1.14,261.09
175.00,1.10,208.89
176.00,1.06,147.62
177.00,1.02,91.20
178.00,0.98,48.95
179.00,3.00,22.72
180.00,3.00,9.10
181.00,3.00,3.15
182.00,3.00,0.93
183.00,3.00,0.24
184.00,3.00,0.05
185.00,3.00,0.01
186.00,3.00,0.00
187.00,3.00,0.00
188.00,3.00,0.00
189.00,3.00,0.00
190.00,3.00,0.00
191.00,3.00,0.00
192.00,3.00,0.00
193.00,3.00,0.00
194.00,3.00,0.00
195.00,3.00,0.00
196.00,3.00,0.00
197.00,3.00,0.00
198.00,3.00,0.00
199.00,3.00,0.00
200.00,3.00,0.00
201.00,3.00,0.00
202.00,3.00,0.00
203.00,3.00,0.00
204.00,3.00,0.00
