energy, R80,A,B,C
139,98.95,2.542E-06,6.444E-03,-8.977E+00

depth,sigma,idd
0.00,-1.21,70.19
1.00,-1.19,70.78
2.00,-1.18,71.30
3.00,-1.16,71.77
4.00,-1.15,72.17
5.00,-1.13,72.56
6.00,-1.12,72.95
7.00,-1.10,73.33
8.00,-1.09,73.71
9.00,-1.07,74.08
10.00,-1.05,74.43
11.00,-1.04,74.82
12.00,-1.02,75.24
13.00,-1.01,75.63
14.00,-0.99,76.04
15.00,-0.97,76.44
16.00,-0.96,76.82
17.00,-0.94,77.23
18.00,-0.92,77.67
19.00,-0.90,78.08
20.00,-0.89,78.47
21.00,-0.87,78.86
22.00,-0.85,79.29
23.00,-0.84,79.70
24.00,-0.82,80.14
25.00,-0.80,80.57
26.00,-0.78,81.01
27.00,-0.77,81.46
28.00,-0.75,81.89
29.00,-0.73,82.34
30.00,-0.72,82.76
31.00,-0.70,83.20
32.00,-0.68,83.65
33.00,-0.67,84.11
34.00,-0.65,84.55
35.00,-0.63,85.01
36.00,-0.61,85.50
37.00,-0.60,86.02
38.00,-0.58,86.54
39.00,-0.56,87.04
40.00,-0.55,87.54
41.00,-0.53,88.04
42.00,-0.51,88.56
43.00,-0.49,89.12
44.00,-0.48,89.72
45.00,-0.46,90.32
46.00,-0.44,90.90
47.00,-0.42,91.45
48.00,-0.41,92.01
49.00,-0.39,92.61
50.00,-0.37,93.27
51.00,-0.35,93.94
52.00,-0.33,94.62
53.00,-0.32,95.35
54.00,-0.30,96.07
55.00,-0.28,96.79
56.00,-0.26,97.57
57.00,-0.24,98.42
58.00,-0.22,99.32
59.00,-0.20,100.23
60.00,-0.18,101.14
61.00,-0.16,102.06
62.00,-0.14,102.97
63.00,-0.12,103.95
64.00,-0.10,105.04
65.00,-0.08,106.21
66.00,-0.06,107.36
67.00,-0.04,108.52
68.00,-0.02,109.68
69.00,-0.00,110.86
70.00,0.02,112.13
71.00,0.04,113.54
72.00,0.06,115.06
73.00,0.08,116.67
74.00,0.10,118.36
75.00,0.12,120.17
76.00,0.15,122.11
77.00,0.17,124.20
78.00,0.19,126.43
79.00,0.22,128.84
80.00,0.24,131.48
81.00,0.26,134.34
82.00,0.29,137.46
83.00,0.31,140.87
84.00,0.34,144.61
85.00,0.37,148.79
86.00,0.39,153.51
87.00,0.42,158.91
88.00,0.45,165.11
89.00,0.48,172.31
90.00,0.51,180.78
91.00,0.54,190.97
92.00,0.58,203.65
93.00,0.61,219.95
94.00,0.64,241.64
95.00,0.65,270.12
96.00,0.64,301.92
97.00,0.60,320.29
98.00,0.55,298.20
99.00,0.49,226.10
100.00,0.44,132.25
101.00,0.29,57.68
102.00,3.00,18.39
103.00,3.00,4.24
104.00,3.00,0.71
105.00,3.00,0.10
106.00,3.00,0.03
107.00,3.00,0.02
108.00,3.00,0.02
