energy, R80,A,B,C
148,115.20,3.147E-06,3.418E-03,-6.110E+00

depth,sigma,idd
0.00,-1.32,69.15
1.00,-1.31,69.73
2.00,-1.29,70.21
3.00,-1.28,70.62
4.00,-1.26,70.99
5.00,-1.25,71.35
6.00,-1.24,71.72
7.00,-1.22,72.08
8.00,-1.21,72.43
9.00,-1.19,72.74
10.00,-1.18,73.05
11.00,-1.16,73.38
12.00,-1.15,73.68
13.00,-1.13,74.00
14.00,-1.12,74.30
15.00,-1.10,74.62
16.00,-1.09,74.94
17.00,-1.07,75.24
18.00,-1.06,75.54
19.00,-1.04,75.83
20.00,-1.03,76.16
21.00,-1.02,76.52
22.00,-1.00,76.84
23.00,-0.99,77.18
24.00,-0.97,77.49
25.00,-0.96,77.83
26.00,-0.94,78.18
27.00,-0.92,78.52
28.00,-0.91,78.88
29.00,-0.89,79.24
30.00,-0.88,79.60
31.00,-0.86,79.95
32.00,-0.85,80.30
33.00,-0.83,80.65
34.00,-0.81,81.00
35.00,-0.80,81.33
36.00,-0.78,81.70
37.00,-0.77,82.10
38.00,-0.75,82.47
39.00,-0.73,82.84
40.00,-0.72,83.23
41.00,-0.70,83.62
42.00,-0.69,84.03
43.00,-0.67,84.44
44.00,-0.65,84.84
45.00,-0.64,85.24
46.00,-0.62,85.64
47.00,-0.61,86.05
48.00,-0.59,86.47
49.00,-0.57,86.88
50.00,-0.56,87.33
51.00,-0.54,87.80
52.00,-0.52,88.25
53.00,-0.51,88.71
54.00,-0.49,89.18
55.00,-0.47,89.67
56.00,-0.46,90.17
57.00,-0.44,90.69
58.00,-0.42,91.24
59.00,-0.40,91.79
60.00,-0.39,92.37
61.00,-0.37,92.96
62.00,-0.35,93.58
63.00,-0.33,94.16
64.00,-0.32,94.74
65.00,-0.30,95.35
66.00,-0.28,96.00
67.00,-0.26,96.68
68.00,-0.24,97.39
69.00,-0.22,98.11
70.00,-0.21,98.83
71.00,-0.19,99.54
72.00,-0.17,100.28
73.00,-0.15,101.08
74.00,-0.13,101.95
75.00,-0.11,102.84
76.00,-0.09,103.72
77.00,-0.07,104.61
78.00,-0.05,105.50
79.00,-0.03,106.44
80.00,-0.01,107.44
81.00,0.01,108.52
82.00,0.03,109.66
83.00,0.05,110.85
84.00,0.07,112.05
85.00,0.09,113.35
86.00,0.11,114.74
87.00,0.13,116.18
88.00,0.16,117.66
89.00,0.18,119.24
90.00,0.20,120.93
91.00,0.22,122.77
92.00,0.25,124.75
93.00,0.27,126.85
94.00,0.29,129.13
95.00,0.32,131.55
96.00,0.34,134.17
97.00,0.37,137.00
98.00,0.39,140.11
99.00,0.42,143.55
100.00,0.45,147.33
101.00,0.47,151.58
102.00,0.50,156.31
103.00,0.53,161.69
104.00,0.56,167.81
105.00,0.59,174.84
106.00,0.62,183.09
107.00,0.65,192.97
108.00,0.69,205.13
109.00,0.72,220.58
110.00,0.75,240.75
111.00,0.77,266.64
112.00,0.76,295.49
113.00,0.73,315.46
114.00,0.69,305.96
