energy, R80,A,B,C
144.1,108.05,3.251E-06,3.542E-03,-6.387E+00

depth,sigma,idd
0.00,-1.27,69.38
1.00,-1.25,69.99
2.00,-1.24,70.52
3.00,-1.22,70.97
4.00,-1.21,71.34
5.00,-1.19,71.72
6.00,-1.18,72.13
7.00,-1.16,72.48
8.00,-1.15,72.78
9.00,-1.13,73.12
10.00,-1.12,73.46
11.00,-1.10,73.79
12.00,-1.09,74.12
13.00,-1.07,74.49
14.00,-1.06,74.82
15.00,-1.04,75.16
16.00,-1.03,75.50
17.00,-1.01,75.82
18.00,-1.00,76.17
19.00,-0.98,76.55
20.00,-0.96,76.93
21.00,-0.95,77.29
22.00,-0.93,77.66
23.00,-0.92,78.04
24.00,-0.90,78.41
25.00,-0.89,78.76
26.00,-0.87,79.13
27.00,-0.85,79.50
28.00,-0.84,79.89
29.00,-0.82,80.27
30.00,-0.81,80.64
31.00,-0.79,81.03
32.00,-0.77,81.42
33.00,-0.76,81.80
34.00,-0.74,82.18
35.00,-0.72,82.60
36.00,-0.71,83.03
37.00,-0.69,83.46
38.00,-0.67,83.89
39.00,-0.66,84.32
40.00,-0.64,84.75
41.00,-0.62,85.17
42.00,-0.61,85.60
43.00,-0.59,86.06
44.00,-0.58,86.52
45.00,-0.56,86.96
46.00,-0.54,87.42
47.00,-0.53,87.91
48.00,-0.51,88.44
49.00,-0.49,88.98
50.00,-0.47,89.52
51.00,-0.46,90.07
52.00,-0.44,90.60
53.00,-0.42,91.16
54.00,-0.41,91.72
55.00,-0.39,92.33
56.00,-0.37,92.97
57.00,-0.35,93.60
58.00,-0.33,94.25
59.00,-0.32,94.89
60.00,-0.30,95.53
61.00,-0.28,96.18
62.00,-0.26,96.92
63.00,-0.24,97.68
64.00,-0.23,98.44
65.00,-0.21,99.20
66.00,-0.19,99.97
67.00,-0.17,100.75
68.00,-0.15,101.54
69.00,-0.13,102.42
70.00,-0.11,103.39
71.00,-0.09,104.43
72.00,-0.07,105.47
73.00,-0.05,106.51
74.00,-0.03,107.54
75.00,-0.01,108.59
76.00,0.01,109.68
77.00,0.03,110.88
78.00,0.05,112.18
79.00,0.07,113.56
80.00,0.09,115.00
81.00,0.11,116.55
82.00,0.14,118.16
83.00,0.16,119.86
84.00,0.18,121.67
85.00,0.20,123.62
86.00,0.23,125.72
87.00,0.25,127.97
88.00,0.27,130.38
89.00,0.30,132.97
90.00,0.32,135.84
91.00,0.35,138.99
92.00,0.37,142.45
93.00,0.40,146.28
94.00,0.43,150.54
95.00,0.45,155.34
96.00,0.48,160.77
97.00,0.51,167.00
98.00,0.54,174.19
99.00,0.57,182.64
100.00,0.61,192.82
101.00,0.64,205.39
102.00,0.67,221.46
103.00,0.70,242.56
104.00,0.71,269.72
105.00,0.70,299.52
106.00,0.67,317.47
107.00,0.62,300.26
108.00,0.57,237.38
109.00,0.51,149.43
110.00,0.46,72.63
111.00,3.00,26.74
112.00,3.00,7.39
113.00,3.00,1.53
114.00,3.00,0.24
115.00,3.00,0.04
116.00,3.00,0.01
