energy, R80,A,B,C
210.9,248.33,3.175E-06,-2.249E-03,1.621E+00

depth,sigma,idd
0.00,-2.26,65.66
1.00,-2.25,66.31
2.00,-2.24,66.75
3.00,-2.23,67.08
4.00,-2.22,67.38
5.00,-2.21,67.67
6.00,-2.20,67.91
7.00,-2.19,68.17
8.00,-2.18,68.42
9.00,-2.17,68.65
10.00,-2.16,68.88
11.00,-2.15,69.09
12.00,-2.14,69.28
13.00,-2.13,69.46
14.00,-2.12,69.64
15.00,-2.11,69.80
16.00,-2.11,69.97
17.00,-2.10,70.14
18.00,-2.09,70.31
19.00,-2.08,70.48
20.00,-2.07,70.62
21.00,-2.06,70.78
22.00,-2.05,70.94
23.00,-2.04,71.07
24.00,-2.04,71.23
25.00,-2.02,71.40
26.00,-2.02,71.53
27.00,-2.01,71.64
28.00,-2.00,71.77
29.00,-1.99,71.93
30.00,-1.98,72.07
31.00,-1.97,72.20
32.00,-1.96,72.32
33.00,-1.95,72.47
34.00,-1.95,72.59
35.00,-1.94,72.73
36.00,-1.93,72.88
37.00,-1.92,73.01
38.00,-1.91,73.14
39.00,-1.90,73.27
40.00,-1.89,73.36
41.00,-1.88,73.48
42.00,-1.87,73.63
43.00,-1.87,73.76
44.00,-1.86,73.90
45.00,-1.85,74.01
46.00,-1.84,74.13
47.00,-1.83,74.27
48.00,-1.82,74.41
49.00,-1.81,74.53
50.00,-1.80,74.63
51.00,-1.79,74.75
52.00,-1.78,74.88
53.00,-1.77,75.00
54.00,-1.76,75.12
55.00,-1.75,75.22
56.00,-1.74,75.35
57.00,-1.73,75.47
58.00,-1.72,75.58
59.00,-1.71,75.72
60.00,-1.70,75.84
61.00,-1.69,75.97
62.00,-1.68,76.10
63.00,-1.67,76.21
64.00,-1.66,76.30
65.00,-1.65,76.41
66.00,-1.64,76.51
67.00,-1.63,76.64
68.00,-1.62,76.76
69.00,-1.61,76.87
70.00,-1.60,76.99
71.00,-1.59,77.11
72.00,-1.58,77.22
73.00,-1.57,77.33
74.00,-1.55,77.43
75.00,-1.54,77.53
76.00,-1.53,77.62
77.00,-1.52,77.75
78.00,-1.51,77.86
79.00,-1.50,77.96
80.00,-1.49,78.10
81.00,-1.48,78.22
82.00,-1.46,78.33
83.00,-1.45,78.44
84.00,-1.44,78.56
85.00,-1.43,78.69
86.00,-1.42,78.81
87.00,-1.41,78.96
88.00,-1.39,79.09
89.00,-1.38,79.24
90.00,-1.37,79.37
91.00,-1.36,79.54
92.00,-1.35,79.69
93.00,-1.33,79.83
94.00,-1.32,79.96
95.00,-1.31,80.08
96.00,-1.29,80.23
97.00,-1.28,80.37
98.00,-1.27,80.50
99.00,-1.26,80.65
100.00,-1.24,80.78
101.00,-1.23,80.93
102.00,-1.22,81.07
103.00,-1.20,81.20
104.00,-1.19,81.33
105.00,-1.17,81.46
106.00,-1.16,81.61
107.00,-1.15,81.77
108.00,-1.13,81.92
109.00,-1.12,82.05
110.00,-1.10,82.21
111.00,-1.09,82.36
112.00,-1.08,82.51
