energy, R80,A,B,C
192.4,205.83,2.953E-06,-1.780E-04,-9.730E-01

depth,sigma,idd
0.00,-1.98,66.59
1.00,-1.97,67.23
2.00,-1.96,67.64
3.00,-1.95,67.97
4.00,-1.94,68.28
5.00,-1.93,68.55
6.00,-1.92,68.79
7.00,-1.91,69.03
8.00,-1.89,69.24
9.00,-1.88,69.47
10.00,-1.87,69.67
11.00,-1.86,69.85
12.00,-1.85,70.07
13.00,-1.84,70.29
14.00,-1.83,70.49
15.00,-1.82,70.68
16.00,-1.81,70.88
17.00,-1.80,71.08
18.00,-1.79,71.26
19.00,-1.78,71.42
20.00,-1.77,71.58
21.00,-1.76,71.74
22.00,-1.75,71.89
23.00,-1.74,72.07
24.00,-1.73,72.25
25.00,-1.72,72.40
26.00,-1.70,72.55
27.00,-1.69,72.73
28.00,-1.68,72.88
29.00,-1.67,73.05
30.00,-1.66,73.21
31.00,-1.65,73.38
32.00,-1.64,73.52
33.00,-1.63,73.65
34.00,-1.62,73.77
35.00,-1.61,73.98
36.00,-1.60,74.18
37.00,-1.59,74.33
38.00,-1.58,74.49
39.00,-1.57,74.67
40.00,-1.56,74.81
41.00,-1.55,74.95
42.00,-1.53,75.09
43.00,-1.52,75.26
44.00,-1.51,75.43
45.00,-1.50,75.59
46.00,-1.49,75.76
47.00,-1.48,75.92
48.00,-1.47,76.07
49.00,-1.46,76.25
50.00,-1.45,76.40
51.00,-1.44,76.57
52.00,-1.42,76.72
53.00,-1.41,76.90
54.00,-1.40,77.03
55.00,-1.39,77.18
56.00,-1.38,77.33
57.00,-1.37,77.49
58.00,-1.36,77.63
59.00,-1.34,77.78
60.00,-1.33,77.94
61.00,-1.32,78.10
62.00,-1.31,78.25
63.00,-1.30,78.41
64.00,-1.28,78.59
65.00,-1.27,78.77
66.00,-1.26,78.96
67.00,-1.25,79.15
68.00,-1.23,79.33
69.00,-1.22,79.52
70.00,-1.21,79.69
71.00,-1.20,79.87
72.00,-1.18,80.06
73.00,-1.17,80.26
74.00,-1.16,80.44
75.00,-1.14,80.61
76.00,-1.13,80.81
77.00,-1.12,80.99
78.00,-1.10,81.18
79.00,-1.09,81.37
80.00,-1.07,81.56
81.00,-1.06,81.74
82.00,-1.05,81.89
83.00,-1.03,82.08
84.00,-1.02,82.26
85.00,-1.01,82.45
86.00,-0.99,82.61
87.00,-0.98,82.78
88.00,-0.96,82.96
89.00,-0.95,83.17
90.00,-0.93,83.36
91.00,-0.92,83.55
92.00,-0.90,83.73
93.00,-0.89,83.93
94.00,-0.88,84.11
95.00,-0.86,84.30
96.00,-0.85,84.50
97.00,-0.83,84.68
98.00,-0.82,84.87
99.00,-0.80,85.08
100.00,-0.79,85.28
101.00,-0.77,85.48
102.00,-0.75,85.68
103.00,-0.74,85.88
104.00,-0.72,86.08
105.00,-0.71,86.30
106.00,-0.69,86.52
107.00,-0.67,86.73
108.00,-0.66,86.98
109.00,-0.64,87.21
110.00,-0.63,87.45
111.00,-0.61,87.68
112.00,-0.59,87.91
113.00,-0.58,88.14
114.00,-0.56,88.38
115.00,-0.54,88.62
116.00,-0.53,88.88
117.00,-0.51,89.11
118.00,-0.49,89.37
119.00,-0.47,89.66
120.00,-0.46,89.94
121.00,-0.44,90.21
122.00,-0.42,90.48
123.00,-0.40,90.76
124.00,-0.39,91.05
125.00,-0.37,91.35
126.00,-0.35,91.66
127.00,-0.33,91.99
128.00,-0.31,92.32
129.00,-0.29,92.63
130.00,-0.27,92.96
131.00,-0.26,93.27
132.00,-0.24,93.61
133.00,-0.22,93.94
134.00,-0.20,94.27
135.00,-0.18,94.64
136.00,-0.16,95.01
137.00,-0.14,95.39
138.00,-0.12,95.76
139.00,-0.10,96.16
140.00,-0.08,96.56
141.00,-0.06,96.99
142.00,-0.04,97.43
143.00,-0.02,97.86
144.00,-0.00,98.33
145.00,0.02,98.80
146.00,0.04,99.30
147.00,0.06,99.80
148.00,0.08,100.32
149.00,0.10,100.83
150.00,0.12,101.37
151.00,0.15,101.93
152.00,0.17,102.50
153.00,0.19,103.08
