energy, R80,A,B,C
163.2,144.39,2.727E-06,3.130E-03,-5.106E+00

depth,sigma,idd
0.00,-1.55,67.96
1.00,-1.54,68.57
2.00,-1.53,69.01
3.00,-1.51,69.40
4.00,-1.50,69.76
5.00,-1.49,70.06
6.00,-1.47,70.33
7.00,-1.46,70.64
8.00,-1.45,70.94
9.00,-1.43,71.22
10.00,-1.42,71.49
11.00,-1.41,71.77
12.00,-1.39,72.00
13.00,-1.38,72.26
14.00,-1.37,72.51
15.00,-1.35,72.76
16.00,-1.34,73.01
17.00,-1.33,73.29
18.00,-1.31,73.52
19.00,-1.30,73.75
20.00,-1.29,74.00
21.00,-1.28,74.23
22.00,-1.26,74.44
23.00,-1.25,74.66
24.00,-1.24,74.89
25.00,-1.22,75.16
26.00,-1.21,75.43
27.00,-1.20,75.69
28.00,-1.18,75.95
29.00,-1.17,76.17
30.00,-1.16,76.37
31.00,-1.15,76.58
32.00,-1.13,76.82
33.00,-1.12,77.10
34.00,-1.10,77.35
35.00,-1.09,77.60
36.00,-1.08,77.87
37.00,-1.06,78.14
38.00,-1.05,78.42
39.00,-1.03,78.71
40.00,-1.02,78.97
41.00,-1.01,79.23
42.00,-0.99,79.50
43.00,-0.98,79.77
44.00,-0.96,80.03
45.00,-0.95,80.32
46.00,-0.93,80.63
47.00,-0.92,80.93
48.00,-0.90,81.21
49.00,-0.89,81.50
50.00,-0.87,81.79
51.00,-0.86,82.09
52.00,-0.84,82.38
53.00,-0.83,82.66
54.00,-0.81,82.97
55.00,-0.80,83.27
56.00,-0.78,83.57
57.00,-0.77,83.86
58.00,-0.75,84.17
59.00,-0.74,84.49
60.00,-0.72,84.80
61.00,-0.70,85.10
62.00,-0.69,85.44
63.00,-0.67,85.78
64.00,-0.66,86.13
65.00,-0.64,86.44
66.00,-0.63,86.79
67.00,-0.61,87.13
68.00,-0.59,87.47
69.00,-0.58,87.81
70.00,-0.56,88.15
71.00,-0.55,88.51
72.00,-0.53,88.87
73.00,-0.51,89.25
74.00,-0.50,89.63
75.00,-0.48,90.02
76.00,-0.46,90.42
77.00,-0.45,90.84
78.00,-0.43,91.26
79.00,-0.41,91.70
80.00,-0.39,92.13
81.00,-0.38,92.58
82.00,-0.36,93.05
83.00,-0.34,93.52
84.00,-0.32,94.01
85.00,-0.31,94.51
86.00,-0.29,95.01
87.00,-0.27,95.53
88.00,-0.25,96.03
89.00,-0.23,96.58
90.00,-0.22,97.16
91.00,-0.20,97.78
