energy, R80,A,B,C
185.1,189.85,2.838E-06,7.597E-04,-2.077E+00

depth,sigma,idd
0.00,-1.86,66.74
1.00,-1.85,67.36
2.00,-1.84,67.82
3.00,-1.83,68.18
4.00,-1.81,68.51
5.00,-1.80,68.81
6.00,-1.79,69.06
7.00,-1.78,69.31
8.00,-1.77,69.56
9.00,-1.76,69.81
10.00,-1.75,70.05
11.00,-1.73,70.26
12.00,-1.72,70.46
13.00,-1.71,70.69
14.00,-1.70,70.88
15.00,-1.69,71.07
16.00,-1.68,71.30
17.00,-1.67,71.51
18.00,-1.66,71.70
19.00,-1.65,71.89
20.00,-1.63,72.09
21.00,-1.62,72.30
22.00,-1.61,72.48
23.00,-1.60,72.67
24.00,-1.59,72.84
25.00,-1.58,72.99
26.00,-1.57,73.17
27.00,-1.56,73.37
28.00,-1.55,73.52
29.00,-1.54,73.68
30.00,-1.52,73.88
31.00,-1.51,74.02
32.00,-1.50,74.17
33.00,-1.49,74.34
34.00,-1.48,74.47
35.00,-1.47,74.66
36.00,-1.46,74.85
37.00,-1.45,75.05
38.00,-1.44,75.23
39.00,-1.43,75.40
40.00,-1.41,75.59
41.00,-1.40,75.77
42.00,-1.39,75.94
43.00,-1.38,76.08
44.00,-1.37,76.25
45.00,-1.36,76.42
46.00,-1.35,76.58
47.00,-1.33,76.77
48.00,-1.32,76.96
49.00,-1.31,77.18
50.00,-1.30,77.39
51.00,-1.29,77.59
52.00,-1.27,77.79
53.00,-1.26,77.99
54.00,-1.25,78.15
55.00,-1.24,78.36
56.00,-1.22,78.56
57.00,-1.21,78.76
58.00,-1.20,78.92
59.00,-1.19,79.13
60.00,-1.17,79.36
61.00,-1.16,79.54
62.00,-1.15,79.75
63.00,-1.13,79.95
64.00,-1.12,80.13
65.00,-1.11,80.30
66.00,-1.10,80.51
67.00,-1.08,80.71
68.00,-1.07,80.91
69.00,-1.06,81.11
70.00,-1.04,81.31
71.00,-1.03,81.52
72.00,-1.02,81.69
73.00,-1.00,81.89
74.00,-0.99,82.09
75.00,-0.97,82.31
76.00,-0.96,82.50
77.00,-0.94,82.70
78.00,-0.93,82.91
79.00,-0.92,83.10
80.00,-0.90,83.30
81.00,-0.89,83.52
82.00,-0.87,83.74
83.00,-0.86,83.95
84.00,-0.84,84.17
85.00,-0.83,84.40
86.00,-0.81,84.62
87.00,-0.80,84.84
88.00,-0.78,85.06
89.00,-0.77,85.27
90.00,-0.75,85.48
91.00,-0.74,85.70
