energy, R80,A,B,C
163.2,183.18,1.526E-06,-2.578E-03,4.044E+00

depth,sigma,idd
0.00,-1.05,64.04
1.00,-1.05,64.83
2.00,-1.05,65.40
3.00,-1.04,65.76
4.00,-1.04,66.12
5.00,-1.03,66.47
6.00,-1.03,66.71
7.00,-1.03,66.96
8.00,-1.02,67.20
9.00,-1.02,67.50
10.00,-1.01,67.72
11.00,-1.01,67.94
12.00,-1.01,68.16
13.00,-1.00,68.37
14.00,-1.00,68.62
15.00,-1.00,68.82
16.00,-0.99,69.02
17.00,-0.99,69.23
18.00,-0.99,69.48
19.00,-0.98,69.70
20.00,-0.98,69.94
21.00,-0.98,70.11
22.00,-0.97,70.33
23.00,-0.97,70.55
24.00,-0.97,70.75
25.00,-0.96,70.96
26.00,-0.96,71.16
27.00,-0.96,71.37
28.00,-0.95,71.61
29.00,-0.95,71.84
30.00,-0.94,72.02
31.00,-0.94,72.15
32.00,-0.94,72.37
33.00,-0.93,72.61
34.00,-0.93,72.87
35.00,-0.93,73.06
36.00,-0.92,73.26
37.00,-0.92,73.43
38.00,-0.91,73.64
39.00,-0.91,73.87
40.00,-0.90,74.05
41.00,-0.90,74.24
42.00,-0.89,74.42
43.00,-0.89,74.63
44.00,-0.89,74.85
45.00,-0.88,75.03
46.00,-0.88,75.21
47.00,-0.87,75.44
48.00,-0.87,75.64
49.00,-0.86,75.79
50.00,-0.85,75.99
51.00,-0.85,76.17
52.00,-0.84,76.37
53.00,-0.84,76.57
54.00,-0.83,76.75
55.00,-0.83,76.95
56.00,-0.82,77.15
57.00,-0.82,77.32
58.00,-0.81,77.53
59.00,-0.81,77.73
60.00,-0.80,77.96
61.00,-0.79,78.10
62.00,-0.79,78.27
63.00,-0.78,78.49
64.00,-0.77,78.69
65.00,-0.77,78.88
66.00,-0.76,79.09
67.00,-0.75,79.33
68.00,-0.74,79.54
69.00,-0.74,79.71
70.00,-0.73,79.89
71.00,-0.72,80.11
72.00,-0.71,80.32
73.00,-0.71,80.52
74.00,-0.70,80.71
75.00,-0.69,80.95
76.00,-0.68,81.18
77.00,-0.67,81.43
78.00,-0.66,81.62
79.00,-0.66,81.91
80.00,-0.65,82.15
81.00,-0.64,82.39
82.00,-0.63,82.63
83.00,-0.62,82.90
