energy, R80,A,B,C
180.3,218.36,1.757E-06,-3.864E-03,5.638E+00

depth,sigma,idd
0.00,-1.28,63.97
1.00,-1.27,64.78
2.00,-1.27,65.35
3.00,-1.27,65.74
4.00,-1.26,66.10
5.00,-1.26,66.38
6.00,-1.26,66.67
7.00,-1.25,66.90
8.00,-1.25,67.16
9.00,-1.25,67.37
10.00,-1.25,67.58
11.00,-1.24,67.76
12.00,-1.24,68.01
13.00,-1.24,68.21
14.00,-1.23,68.39
15.00,-1.23,68.57
16.00,-1.23,68.77
17.00,-1.23,68.95
18.00,-1.22,69.15
19.00,-1.22,69.29
20.00,-1.22,69.48
21.00,-1.22,69.66
22.00,-1.21,69.86
23.00,-1.21,70.04
24.00,-1.21,70.26
25.00,-1.21,70.46
26.00,-1.20,70.65
27.00,-1.20,70.82
28.00,-1.20,71.01
29.00,-1.19,71.20
30.00,-1.19,71.34
31.00,-1.19,71.53
32.00,-1.18,71.68
33.00,-1.18,71.85
34.00,-1.18,72.03
35.00,-1.17,72.18
36.00,-1.17,72.34
37.00,-1.17,72.58
38.00,-1.16,72.76
39.00,-1.16,72.96
40.00,-1.16,73.15
41.00,-1.15,73.31
42.00,-1.15,73.48
43.00,-1.15,73.65
44.00,-1.14,73.82
45.00,-1.14,73.96
46.00,-1.14,74.17
47.00,-1.13,74.33
48.00,-1.13,74.51
49.00,-1.12,74.66
50.00,-1.12,74.86
51.00,-1.12,74.99
52.00,-1.11,75.19
53.00,-1.11,75.32
54.00,-1.10,75.44
55.00,-1.10,75.62
56.00,-1.09,75.74
57.00,-1.09,75.89
58.00,-1.08,76.05
59.00,-1.08,76.20
60.00,-1.07,76.37
61.00,-1.07,76.50
62.00,-1.06,76.63
63.00,-1.06,76.81
64.00,-1.05,76.96
65.00,-1.05,77.10
66.00,-1.04,77.27
67.00,-1.03,77.37
68.00,-1.03,77.54
69.00,-1.02,77.69
70.00,-1.02,77.84
71.00,-1.01,78.00
72.00,-1.01,78.13
73.00,-1.00,78.29
74.00,-0.99,78.41
