energy, R80,A,B,C
175.5,208.26,1.371E-06,-2.499E-03,4.417E+00

depth,sigma,idd
0.00,-1.22,64.00
1.00,-1.21,64.78
2.00,-1.21,65.36
3.00,-1.21,65.75
4.00,-1.20,66.11
5.00,-1.20,66.39
6.00,-1.19,66.67
7.00,-1.19,66.92
8.00,-1.19,67.19
9.00,-1.18,67.41
10.00,-1.18,67.66
11.00,-1.18,67.90
12.00,-1.18,68.10
13.00,-1.17,68.34
14.00,-1.17,68.57
15.00,-1.17,68.78
16.00,-1.16,68.98
17.00,-1.16,69.23
18.00,-1.16,69.44
19.00,-1.15,69.67
20.00,-1.15,69.85
21.00,-1.15,70.05
22.00,-1.14,70.24
23.00,-1.14,70.41
24.00,-1.14,70.62
25.00,-1.14,70.80
26.00,-1.13,70.98
27.00,-1.13,71.15
28.00,-1.13,71.36
29.00,-1.12,71.53
30.00,-1.12,71.75
31.00,-1.12,71.94
32.00,-1.11,72.15
33.00,-1.11,72.35
34.00,-1.10,72.54
35.00,-1.10,72.62
36.00,-1.10,72.83
37.00,-1.09,72.99
38.00,-1.09,73.16
39.00,-1.09,73.35
40.00,-1.08,73.49
41.00,-1.08,73.69
42.00,-1.08,73.86
43.00,-1.07,73.99
44.00,-1.07,74.16
45.00,-1.06,74.31
46.00,-1.06,74.51
47.00,-1.06,74.64
48.00,-1.05,74.77
49.00,-1.05,74.97
50.00,-1.04,75.11
51.00,-1.04,75.27
52.00,-1.03,75.44
53.00,-1.03,75.58
54.00,-1.02,75.74
55.00,-1.02,75.90
56.00,-1.01,76.04
57.00,-1.01,76.19
58.00,-1.00,76.37
59.00,-1.00,76.53
60.00,-0.99,76.66
61.00,-0.99,76.84
62.00,-0.98,77.02
63.00,-0.97,77.22
64.00,-0.97,77.29
65.00,-0.96,77.52
66.00,-0.96,77.71
67.00,-0.95,77.92
68.00,-0.94,78.10
69.00,-0.94,78.26
70.00,-0.93,78.44
71.00,-0.93,78.58
72.00,-0.92,78.73
73.00,-0.91,78.91
74.00,-0.90,79.05
75.00,-0.90,79.20
76.00,-0.89,79.36
77.00,-0.88,79.54
78.00,-0.88,79.72
79.00,-0.87,79.87
80.00,-0.86,80.01
81.00,-0.85,80.18
82.00,-0.85,80.37
83.00,-0.84,80.53
84.00,-0.83,80.72
85.00,-0.82,80.83
86.00,-0.81,80.99
87.00,-0.80,81.17
88.00,-0.80,81.29
89.00,-0.79,81.45
90.00,-0.78,81.67
91.00,-0.77,81.90
92.00,-0.76,82.10
93.00,-0.75,82.29
94.00,-0.74,82.52
95.00,-0.73,82.72
96.00,-0.72,82.92
97.00,-0.71,83.14
98.00,-0.70,83.36
99.00,-0.69,83.56
100.00,-0.68,83.76
101.00,-0.67,83.97
102.00,-0.66,84.17
103.00,-0.65,84.38
104.00,-0.63,84.58
105.00,-0.62,84.82
106.00,-0.61,85.05
107.00,-0.60,85.23
108.00,-0.59,85.41
109.00,-0.58,85.66
110.00,-0.56,85.90
111.00,-0.55,86.13
112.00,-0.54,86.37
113.00,-0.52,86.63
114.00,-0.51,86.84
115.00,-0.50,87.07
116.00,-0.49,87.33
117.00,-0.47,87.57
118.00,-0.46,87.86
119.00,-0.45,88.09
120.00,-0.43,88.38
121.00,-0.42,88.64
122.00,-0.40,88.90
123.00,-0.39,89.19
124.00,-0.37,89.45
125.00,-0.36,89.70
126.00,-0.34,90.04
127.00,-0.33,90.36
128.00,-0.31,90.66
129.00,-0.29,90.98
130.00,-0.28,91.29
131.00,-0.26,91.59
132.00,-0.25,91.92
133.00,-0.23,92.28
134.00,-0.21,92.59
135.00,-0.20,92.94
136.00,-0.18,93.30
137.00,-0.16,93.64
138.00,-0.14,94.03
139.00,-0.13,94.41
140.00,-0.11,94.82
141.00,-0.09,95.20
142.00,-0.07,95.61
143.00,-0.05,96.04
144.00,-0.03,96.44
145.00,-0.01,96.89
146.00,0.00,97.34
147.00,0.02,97.80
148.00,0.04,98.27
149.00,0.06,98.78
150.00,0.08,99.31
151.00,0.10,99.84
152.00,0.13,100.41
153.00,0.15,100.97
154.00,0.17,101.55
155.00,0.19,102.17
156.00,0.21,102.81
157.00,0.23,103.48
158.00,0.26,104.18
159.00,0.28,104.87
160.00,0.30,105.54
161.00,0.32,106.20
162.00,0.35,106.86
163.00,0.37,107.55
164.00,0.39,108.28
165.00,0.42,109.03
166.00,0.44,109.83
167.00,0.46,110.70
168.00,0.49,111.55
169.00,0.51,112.46
170.00,0.54,113.39
171.00,0.56,114.41
172.00,0.59,115.48
173.00,0.61,116.56
174.00,0.64,117.72
175.00,0.67,118.85
176.00,0.69,120.09
177.00,0.72,121.40
178.00,0.75,122.84
