energy, R80,A,B,C
185.1,228.54,1.109E-06,-1.892E-03,4.240E+00

depth,sigma,idd
0.00,-1.35,64.03
1.00,-1.35,64.85
2.00,-1.34,65.42
3.00,-1.34,65.84
4.00,-1.33,66.20
5.00,-1.33,66.49
6.00,-1.33,66.75
7.00,-1.32,66.98
8.00,-1.32,67.23
9.00,-1.32,67.42
10.00,-1.32,67.67
11.00,-1.31,67.85
12.00,-1.31,68.06
13.00,-1.31,68.24
14.00,-1.31,68.43
15.00,-1.30,68.61
16.00,-1.30,68.82
17.00,-1.30,69.00
18.00,-1.29,69.18
19.00,-1.29,69.36
20.00,-1.29,69.56
21.00,-1.29,69.73
22.00,-1.28,69.90
23.00,-1.28,70.03
24.00,-1.28,70.20
25.00,-1.28,70.42
26.00,-1.27,70.56
27.00,-1.27,70.75
28.00,-1.27,70.90
29.00,-1.27,71.04
30.00,-1.26,71.23
31.00,-1.26,71.40
32.00,-1.26,71.58
33.00,-1.25,71.79
34.00,-1.25,71.97
35.00,-1.25,72.15
36.00,-1.24,72.34
37.00,-1.24,72.54
38.00,-1.24,72.64
39.00,-1.23,72.84
40.00,-1.23,73.01
41.00,-1.23,73.19
42.00,-1.22,73.34
43.00,-1.22,73.48
44.00,-1.22,73.67
45.00,-1.21,73.83
46.00,-1.21,73.92
47.00,-1.20,74.12
48.00,-1.20,74.26
49.00,-1.20,74.40
50.00,-1.19,74.59
51.00,-1.19,74.68
52.00,-1.18,74.79
53.00,-1.18,74.97
54.00,-1.18,75.10
55.00,-1.17,75.25
56.00,-1.17,75.36
57.00,-1.16,75.49
58.00,-1.16,75.63
59.00,-1.15,75.79
60.00,-1.15,75.95
61.00,-1.14,76.08
62.00,-1.14,76.22
63.00,-1.13,76.36
64.00,-1.13,76.50
65.00,-1.12,76.63
66.00,-1.12,76.80
67.00,-1.11,76.92
68.00,-1.11,77.00
69.00,-1.10,77.14
70.00,-1.10,77.24
71.00,-1.09,77.42
72.00,-1.08,77.53
73.00,-1.08,77.66
74.00,-1.07,77.81
75.00,-1.06,77.93
76.00,-1.06,78.10
77.00,-1.05,78.26
78.00,-1.05,78.44
79.00,-1.04,78.59
80.00,-1.03,78.75
81.00,-1.02,78.87
82.00,-1.02,78.99
83.00,-1.01,79.13
84.00,-1.00,79.28
85.00,-1.00,79.40
86.00,-0.99,79.60
87.00,-0.98,79.74
88.00,-0.97,79.92
89.00,-0.97,80.07
90.00,-0.96,80.23
