energy, R80,A,B,C
208.3,280.88,1.104E-06,-2.385E-03,5.364E+00

depth,sigma,idd
0.00,-1.74,64.02
1.00,-1.74,64.96
2.00,-1.73,65.54
3.00,-1.73,65.97
4.00,-1.73,66.32
5.00,-1.72,66.61
6.00,-1.72,66.91
7.00,-1.72,67.12
8.00,-1.72,67.33
9.00,-1.71,67.58
10.00,-1.71,67.77
11.00,-1.71,67.94
12.00,-1.71,68.09
13.00,-1.70,68.27
14.00,-1.70,68.46
15.00,-1.70,68.61
16.00,-1.70,68.81
17.00,-1.70,68.95
18.00,-1.69,69.10
19.00,-1.69,69.25
20.00,-1.69,69.41
21.00,-1.69,69.58
22.00,-1.69,69.71
23.00,-1.68,69.87
24.00,-1.68,70.01
25.00,-1.68,70.16
26.00,-1.68,70.29
27.00,-1.68,70.44
28.00,-1.67,70.58
29.00,-1.67,70.72
30.00,-1.67,70.86
31.00,-1.67,70.99
32.00,-1.67,71.14
33.00,-1.66,71.27
34.00,-1.66,71.44
35.00,-1.66,71.58
36.00,-1.66,71.74
37.00,-1.65,71.87
38.00,-1.65,72.04
39.00,-1.65,72.13
40.00,-1.65,72.26
41.00,-1.64,72.44
42.00,-1.64,72.53
43.00,-1.64,72.62
44.00,-1.64,72.77
45.00,-1.63,72.87
46.00,-1.63,72.98
47.00,-1.63,73.15
48.00,-1.62,73.29
49.00,-1.62,73.39
50.00,-1.62,73.50
51.00,-1.61,73.60
52.00,-1.61,73.70
53.00,-1.61,73.84
54.00,-1.60,73.95
55.00,-1.60,74.03
56.00,-1.60,74.14
57.00,-1.59,74.25
58.00,-1.59,74.38
59.00,-1.59,74.50
60.00,-1.58,74.59
61.00,-1.58,74.70
62.00,-1.58,74.80
63.00,-1.57,74.89
64.00,-1.57,75.01
65.00,-1.56,75.12
66.00,-1.56,75.25
67.00,-1.55,75.32
68.00,-1.55,75.41
69.00,-1.55,75.51
70.00,-1.54,75.60
71.00,-1.54,75.72
72.00,-1.53,75.83
73.00,-1.53,75.93
74.00,-1.52,76.03
75.00,-1.52,76.07
76.00,-1.51,76.16
77.00,-1.51,76.29
78.00,-1.50,76.38
79.00,-1.50,76.49
80.00,-1.49,76.59
81.00,-1.49,76.70
82.00,-1.48,76.80
83.00,-1.48,76.88
84.00,-1.47,76.97
85.00,-1.46,77.04
86.00,-1.46,77.13
87.00,-1.45,77.24
88.00,-1.44,77.32
89.00,-1.44,77.46
90.00,-1.43,77.56
91.00,-1.43,77.61
92.00,-1.42,77.73
93.00,-1.41,77.82
94.00,-1.41,77.88
95.00,-1.40,77.98
96.00,-1.39,78.05
97.00,-1.39,78.16
98.00,-1.38,78.26
99.00,-1.37,78.35
100.00,-1.36,78.44
101.00,-1.36,78.54
102.00,-1.35,78.64
103.00,-1.34,78.74
104.00,-1.33,78.79
105.00,-1.33,78.91
106.00,-1.32,78.99
107.00,-1.31,79.10
108.00,-1.30,79.16
109.00,-1.29,79.28
110.00,-1.28,79.36
111.00,-1.28,79.44
112.00,-1.27,79.54
113.00,-1.26,79.64
114.00,-1.25,79.77
115.00,-1.24,79.86
116.00,-1.23,79.97
117.00,-1.22,80.08
118.00,-1.21,80.18
119.00,-1.20,80.28
120.00,-1.19,80.48
121.00,-1.18,80.59
122.00,-1.17,80.69
123.00,-1.16,80.82
124.00,-1.15,80.97
125.00,-1.14,81.09
126.00,-1.13,81.23
127.00,-1.12,81.34
128.00,-1.11,81.47
129.00,-1.10,81.58
130.00,-1.09,81.70
131.00,-1.07,81.84
132.00,-1.06,81.97
133.00,-1.05,82.09
134.00,-1.04,82.20
135.00,-1.03,82.31
136.00,-1.02,82.43
137.00,-1.00,82.56
138.00,-0.99,82.70
139.00,-0.98,82.83
140.00,-0.97,82.93
141.00,-0.95,83.07
142.00,-0.94,83.21
143.00,-0.93,83.32
144.00,-0.91,83.43
145.00,-0.90,83.53
146.00,-0.88,83.63
147.00,-0.87,83.79
148.00,-0.86,83.93
149.00,-0.84,84.08
150.00,-0.83,84.20
151.00,-0.81,84.33
152.00,-0.80,84.44
153.00,-0.79,84.56
154.00,-0.77,84.72
155.00,-0.76,84.82
156.00,-0.74,84.94
157.00,-0.73,85.06
158.00,-0.71,85.18
159.00,-0.70,85.34
160.00,-0.68,85.46
161.00,-0.66,85.59
162.00,-0.65,85.75
163.00,-0.63,85.91
164.00,-0.62,86.06
165.00,-0.60,86.20
