energy, R80,A,B,C
223.7,317.35,9.496E-07,-2.100E-03,5.595E+00

depth,sigma,idd
0.00,-2.06,63.94
1.00,-2.06,64.95
2.00,-2.05,65.56
3.00,-2.05,65.99
4.00,-2.05,66.32
5.00,-2.04,66.64
6.00,-2.04,66.90
7.00,-2.04,67.11
8.00,-2.04,67.32
9.00,-2.03,67.54
10.00,-2.03,67.71
11.00,-2.03,67.89
12.00,-2.02,68.10
13.00,-2.02,68.25
14.00,-2.02,68.39
15.00,-2.02,68.55
16.00,-2.02,68.74
17.00,-2.01,68.90
18.00,-2.01,69.03
19.00,-2.01,69.15
20.00,-2.01,69.29
21.00,-2.01,69.46
22.00,-2.01,69.55
23.00,-2.00,69.70
24.00,-2.00,69.82
25.00,-2.00,69.99
26.00,-2.00,70.08
27.00,-2.00,70.20
28.00,-1.99,70.33
29.00,-1.99,70.44
30.00,-1.99,70.55
31.00,-1.99,70.69
32.00,-1.99,70.80
33.00,-1.98,70.90
34.00,-1.98,71.04
35.00,-1.98,71.19
36.00,-1.98,71.30
37.00,-1.98,71.45
38.00,-1.97,71.61
39.00,-1.97,71.72
40.00,-1.97,71.88
41.00,-1.97,71.95
42.00,-1.96,72.07
43.00,-1.96,72.16
44.00,-1.96,72.30
45.00,-1.96,72.41
46.00,-1.95,72.50
47.00,-1.95,72.59
48.00,-1.95,72.73
49.00,-1.95,72.82
50.00,-1.94,72.95
51.00,-1.94,73.07
52.00,-1.94,73.09
53.00,-1.93,73.30
54.00,-1.93,73.32
55.00,-1.93,73.44
56.00,-1.92,73.56
57.00,-1.92,73.69
58.00,-1.92,73.74
59.00,-1.91,73.80
60.00,-1.91,73.91
61.00,-1.91,73.97
62.00,-1.90,74.05
63.00,-1.90,74.14
64.00,-1.90,74.25
65.00,-1.89,74.28
66.00,-1.89,74.41
67.00,-1.89,74.51
68.00,-1.88,74.59
69.00,-1.88,74.63
70.00,-1.87,74.72
71.00,-1.87,74.81
72.00,-1.87,74.88
73.00,-1.86,74.99
74.00,-1.86,75.05
75.00,-1.85,75.11
76.00,-1.85,75.22
77.00,-1.84,75.27
78.00,-1.84,75.32
79.00,-1.83,75.37
80.00,-1.83,75.43
81.00,-1.82,75.51
82.00,-1.82,75.65
83.00,-1.82,75.71
84.00,-1.81,75.77
85.00,-1.80,75.86
86.00,-1.80,75.93
87.00,-1.79,76.01
88.00,-1.79,76.09
89.00,-1.78,76.15
90.00,-1.78,76.21
91.00,-1.77,76.28
92.00,-1.76,76.38
93.00,-1.76,76.44
94.00,-1.75,76.48
95.00,-1.75,76.56
96.00,-1.74,76.59
97.00,-1.74,76.69
98.00,-1.73,76.75
99.00,-1.72,76.78
100.00,-1.72,76.84
101.00,-1.71,76.93
102.00,-1.70,77.00
103.00,-1.70,77.01
