energy, R80,A,B,C
177.9,213.35,1.450E-06,-2.855E-03,4.795E+00

depth,sigma,idd
0.00,-1.25,64.00
1.00,-1.24,64.79
2.00,-1.24,65.34
3.00,-1.24,65.77
4.00,-1.23,66.15
5.00,-1.23,66.43
6.00,-1.23,66.69
7.00,-1.22,66.93
8.00,-1.22,67.17
9.00,-1.21,67.40
10.00,-1.21,67.63
11.00,-1.21,67.83
12.00,-1.21,68.03
13.00,-1.20,68.28
14.00,-1.20,68.47
15.00,-1.20,68.65
16.00,-1.20,68.86
17.00,-1.19,69.08
18.00,-1.19,69.32
19.00,-1.19,69.52
20.00,-1.19,69.71
21.00,-1.18,69.90
22.00,-1.18,70.10
23.00,-1.18,70.28
24.00,-1.17,70.47
25.00,-1.17,70.68
26.00,-1.17,70.86
27.00,-1.16,71.00
28.00,-1.16,71.18
29.00,-1.16,71.37
30.00,-1.16,71.57
31.00,-1.15,71.76
32.00,-1.15,71.93
33.00,-1.15,72.11
34.00,-1.14,72.29
35.00,-1.14,72.43
36.00,-1.13,72.52
37.00,-1.13,72.73
38.00,-1.13,72.92
39.00,-1.13,73.12
40.00,-1.12,73.27
41.00,-1.12,73.44
42.00,-1.11,73.62
43.00,-1.11,73.78
44.00,-1.11,73.93
45.00,-1.10,74.07
46.00,-1.10,74.24
47.00,-1.09,74.41
48.00,-1.09,74.57
49.00,-1.09,74.77
50.00,-1.08,74.93
51.00,-1.08,75.07
52.00,-1.07,75.25
53.00,-1.07,75.41
54.00,-1.06,75.61
55.00,-1.06,75.73
56.00,-1.05,75.91
57.00,-1.05,76.10
58.00,-1.04,76.24
59.00,-1.04,76.40
60.00,-1.03,76.55
61.00,-1.03,76.71
62.00,-1.02,76.87
63.00,-1.02,77.04
64.00,-1.01,77.21
65.00,-1.00,77.38
66.00,-1.00,77.54
67.00,-0.99,77.69
68.00,-0.99,77.87
69.00,-0.98,78.00
70.00,-0.97,78.17
71.00,-0.97,78.29
72.00,-0.96,78.46
73.00,-0.95,78.58
74.00,-0.95,78.76
75.00,-0.94,78.88
76.00,-0.93,79.03
77.00,-0.93,79.21
78.00,-0.92,79.38
79.00,-0.91,79.53
80.00,-0.91,79.70
81.00,-0.90,79.84
82.00,-0.89,79.95
83.00,-0.88,80.14
84.00,-0.88,80.32
85.00,-0.87,80.47
86.00,-0.86,80.62
87.00,-0.85,80.79
88.00,-0.84,80.99
89.00,-0.83,81.18
90.00,-0.82,81.33
91.00,-0.82,81.53
92.00,-0.81,81.73
93.00,-0.80,81.91
94.00,-0.79,82.12
95.00,-0.78,82.29
96.00,-0.77,82.46
97.00,-0.76,82.67
98.00,-0.75,82.86
99.00,-0.74,83.06
100.00,-0.73,83.21
101.00,-0.72,83.42
102.00,-0.71,83.64
103.00,-0.70,83.86
104.00,-0.69,84.05
105.00,-0.67,84.25
106.00,-0.66,84.43
107.00,-0.65,84.63
108.00,-0.64,84.84
109.00,-0.63,85.03
110.00,-0.62,85.23
111.00,-0.60,85.42
112.00,-0.59,85.62
113.00,-0.58,85.84
114.00,-0.57,86.10
115.00,-0.55,86.33
116.00,-0.54,86.53
117.00,-0.53,86.74
118.00,-0.52,87.01
119.00,-0.50,87.27
120.00,-0.49,87.53
121.00,-0.47,87.75
122.00,-0.46,87.98
123.00,-0.45,88.22
124.00,-0.43,88.48
125.00,-0.42,88.74
126.00,-0.40,88.98
127.00,-0.39,89.26
128.00,-0.37,89.52
129.00,-0.36,89.79
130.00,-0.34,90.07
131.00,-0.32,90.37
132.00,-0.31,90.70
133.00,-0.29,90.99
134.00,-0.28,91.30
135.00,-0.26,91.61
136.00,-0.24,91.94
137.00,-0.23,92.27
138.00,-0.21,92.58
139.00,-0.19,92.92
140.00,-0.17,93.28
141.00,-0.16,93.62
142.00,-0.14,93.99
143.00,-0.12,94.35
144.00,-0.10,94.73
145.00,-0.08,95.14
146.00,-0.07,95.54
147.00,-0.05,95.96
148.00,-0.03,96.39
149.00,-0.01,96.83
150.00,0.01,97.29
151.00,0.03,97.75
152.00,0.05,98.19
153.00,0.07,98.66
154.00,0.09,99.12
155.00,0.11,99.65
156.00,0.13,100.17
157.00,0.15,100.67
158.00,0.18,101.27
159.00,0.20,101.86
160.00,0.22,102.49
161.00,0.24,103.15
162.00,0.27,103.79
163.00,0.29,104.44
164.00,0.31,105.07
165.00,0.33,105.67
166.00,0.36,106.26
167.00,0.38,106.93
168.00,0.41,107.67
169.00,0.43,108.45
170.00,0.45,109.25
171.00,0.48,110.08
172.00,0.50,110.91
173.00,0.53,111.79
174.00,0.55,112.71
175.00,0.58,113.68
176.00,0.60,114.67
177.00,0.63,115.71
178.00,0.65,116.77
179.00,0.68,117.95
