energy, R80,A,B,C
148,154.09,2.180E-06,-4.150E-03,4.847E+00

depth,sigma,idd
0.00,-0.84,64.14
1.00,-0.84,64.94
2.00,-0.83,65.54
3.00,-0.83,65.85
4.00,-0.83,66.21
5.00,-0.82,66.49
6.00,-0.82,66.79
7.00,-0.81,67.10
8.00,-0.81,67.40
9.00,-0.81,67.69
10.00,-0.80,67.96
11.00,-0.80,68.21
12.00,-0.80,68.47
13.00,-0.79,68.72
14.00,-0.79,68.99
15.00,-0.78,69.13
16.00,-0.78,69.37
17.00,-0.78,69.63
18.00,-0.77,69.85
19.00,-0.77,70.13
20.00,-0.77,70.39
21.00,-0.76,70.59
22.00,-0.76,70.87
23.00,-0.75,71.09
24.00,-0.75,71.32
25.00,-0.75,71.63
26.00,-0.74,71.81
27.00,-0.74,72.11
28.00,-0.73,72.36
29.00,-0.73,72.64
30.00,-0.72,72.87
31.00,-0.72,73.10
32.00,-0.72,73.36
33.00,-0.71,73.60
34.00,-0.71,73.88
35.00,-0.70,74.11
36.00,-0.70,74.33
37.00,-0.69,74.54
38.00,-0.69,74.79
39.00,-0.68,75.05
40.00,-0.68,75.27
41.00,-0.67,75.49
42.00,-0.67,75.73
43.00,-0.66,75.96
44.00,-0.66,76.18
45.00,-0.65,76.45
46.00,-0.65,76.67
47.00,-0.64,76.94
48.00,-0.63,77.13
49.00,-0.63,77.42
50.00,-0.62,77.69
51.00,-0.62,77.92
52.00,-0.61,78.17
53.00,-0.61,78.42
54.00,-0.60,78.63
55.00,-0.59,78.89
56.00,-0.58,79.12
57.00,-0.58,79.39
58.00,-0.57,79.64
59.00,-0.57,79.92
60.00,-0.56,80.20
61.00,-0.55,80.45
62.00,-0.54,80.69
63.00,-0.54,80.95
64.00,-0.53,81.23
65.00,-0.52,81.52
66.00,-0.51,81.76
67.00,-0.50,82.10
68.00,-0.50,82.39
69.00,-0.49,82.70
70.00,-0.48,83.00
71.00,-0.47,83.34
72.00,-0.46,83.62
73.00,-0.45,83.88
74.00,-0.44,84.20
75.00,-0.43,84.57
76.00,-0.42,84.90
77.00,-0.41,85.25
78.00,-0.40,85.57
79.00,-0.39,85.91
80.00,-0.38,86.27
81.00,-0.37,86.58
82.00,-0.36,87.00
83.00,-0.35,87.41
